房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,小区名称,所在区域,二级区域,单价(元/平米),总价(万元)
3室1厅1厨2卫,高楼层 (共18层),140.02㎡,暂无数据,暂无数据,平房,东南,钢混结构,精装,两梯六户,有,70年,2019/8/29,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,美汇半岛,清城区,清城,9642,135
3室2厅1厨2卫,高楼层 (共25层),138㎡,暂无数据,暂无数据,塔楼,东 西,钢混结构,其他,两梯四户,有,70年,2019/9/4,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,天湖郦都,清城区,樵顺生活圈,8551,118
3室2厅1厨2卫,中楼层 (共15层),138㎡,暂无数据,暂无数据,塔楼,西南,未知结构,毛坯,三梯六户,有,70年,2019/9/21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,天汇半岛恒景湾,清城区,清城,8696,120
1室2厅1厨1卫,高楼层 (共31层),58.74㎡,暂无数据,暂无数据,暂无数据,东南,框架结构,精装,两梯六户,有,70年,2019/10/6,商品房,暂无数据,普通住宅,暂无数据,暂无数据,有抵押 19万元 农商行 业主自还,未上传房本照片,嘉美小镇,清城区,龙塘,6810,40
1室1厅1厨1卫,低楼层 (共26层),35㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,两梯六户,有,70年,2019/10/7,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,世纪花城,清城区,横荷,9715,34
2室1厅1厨1卫,低楼层 (共18层),64.6㎡,暂无数据,暂无数据,暂无数据,西北,钢混结构,精装,三梯十二户,有,70年,2019/10/11,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美林湖怡景湾,清城区,清城,9753,63
2室1厅1厨1卫,中楼层 (共17层),66.25㎡,暂无数据,暂无数据,暂无数据,西南,未知结构,精装,两梯六户,有,70年,2019/10/11,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 15万元 抵押银行 业主自还,未上传房本照片,嘉美小镇,清城区,龙塘,7548,50
1室1厅1厨1卫,高楼层 (共17层),60㎡,暂无数据,暂无数据,暂无数据,西南,未知结构,精装,三梯十二户,有,70年,2019/10/11,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美汇半岛,清城区,清城,7500,45
2室1厅1厨1卫,中楼层 (共17层),59.43㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯十二户,有,70年,2019/10/12,商品房,暂无数据,普通住宅,暂无数据,暂无数据,有抵押,未上传房本照片,名德幸福里,清城区,清城,7909,47
1室2厅1厨1卫,低楼层 (共17层),57.14㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,两梯六户,有,70年,2019/10/19,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,嘉美小镇,清城区,龙塘,9626,55
1室2厅1厨1卫,低楼层 (共17层),57.14㎡,暂无数据,暂无数据,暂无数据,东南,未知结构,精装,两梯六户,有,70年,2019/10/19,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,嘉美小镇,清城区,龙塘,8156,46.6
4室2厅1厨3卫,低楼层 (共3层),188.36㎡,,暂无数据,,南,未知结构,毛坯,,,70年,2019/10/29,商品房,暂无数据,别墅,暂无数据,非共有,有抵押,未上传房本照片,恒大金碧天下锦绣区,清新区,清新,7433,140
4室2厅1厨3卫,中楼层 (共26层),173㎡,暂无数据,暂无数据,平房,东南,钢混结构,毛坯,两梯四户,有,70年,2018/11/1,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,凤城郦都,清城区,新城,10983,190
3室2厅1厨2卫,中楼层 (共33层),142.24㎡,暂无数据,暂无数据,平房,南,框架结构,精装,两梯三户,有,70年,2018/11/1,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,保利中辰花园,清城区,清城,12796,182
4室2厅1厨3卫,低楼层 (共3层),251㎡,,暂无数据,,南 北,砖混结构,毛坯,,,70年,2018/11/7,商品房,暂无数据,别墅,暂无数据,共有,有抵押 40万元 客户偿还,未上传房本照片,清远奥园,清城区,清城,10000,251
3室2厅1厨1卫,低楼层 (共28层),88.53㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯五户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 27万元,未上传房本照片,万豪水晶湾二期,清城区,横荷,9715,86
3室2厅1厨2卫,低楼层 (共17层),115㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,毛坯,两梯四户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,卧龙五洲世纪城,清城区,城西商贸区,8522,98
3室2厅1厨2卫,中楼层 (共22层),103.52㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯六户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,七色城邦,清城区,城西商贸区,9564,99
3室2厅1厨2卫,高楼层 (共12层),85㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,简装,一梯八户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,康乐花园,清城区,新城,5883,50
4室2厅1厨2卫,中楼层 (共32层),165.65㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯两户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,碧桂园山湖城观澜,清城区,清城,8935,148
4室2厅1厨2卫,高楼层 (共11层),194.15㎡,暂无数据,167㎡,塔楼,东南,钢混结构,精装,两梯两户,有,70年,2018/11/15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,凯旋花园,清城区,新城,8242,160
3室2厅1厨2卫,低楼层 (共11层),139.87㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,十五梯两户,有,70年,2018/11/16,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,碧水康桥花园,清城区,城西商贸区,6078,85
4室2厅1厨2卫,高楼层 (共25层),153㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,70年,2018/11/20,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,江湾誉景大厦,清城区,新城,9000,137.7
4室2厅1厨2卫,中楼层 (共31层),201㎡,暂无数据,暂无数据,塔楼,北,框架结构,其他,两梯两户,有,70年,2018/11/23,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,朝南凯旋汇,清城区,新城,9951,200
3室2厅2厨1卫,低楼层 (共12层),110㎡,暂无数据,暂无数据,平房,南,砖混结构,毛坯,两梯四户,有,70年,2018/11/26,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,东城御峰花园,清城区,清城,7819,86
4室2厅1厨2卫,低楼层 (共30层),192㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,70年,2018/11/30,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,广信花园,清城区,新城,8855,170
3室2厅1厨2卫,高楼层 (共19层),128㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,两梯十户,有,70年,2018/12/3,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,豪景大厦,清城区,清城,5860,75
5室2厅1厨2卫,低楼层 (共18层),191.68㎡,暂无数据,暂无数据,塔楼,东,钢混结构,精装,两梯三户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,云山诗意花园一期,清城区,横荷,6783,130
3室2厅1厨2卫,中楼层 (共18层),134㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,两梯两户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,御景东方花园,清城区,清城,7836,105
5室2厅1厨3卫,低楼层 (共28层),251㎡,暂无数据,暂无数据,平房,南,钢混结构,毛坯,两梯四户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 业主自还,未上传房本照片,金碧湾花园,清城区,清城,9961,250
3室2厅1厨2卫,中楼层 (共26层),139㎡,暂无数据,暂无数据,塔楼,东南,未知结构,精装,两梯五户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,新时代嘉园,清城区,樵顺生活圈,9497,132
2室2厅1厨2卫,高楼层 (共25层),85.51㎡,暂无数据,暂无数据,平房,西南,钢混结构,毛坯,三梯四户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,恒利阳光新城,清新区,清新,7368,63
3室2厅1厨3卫,高楼层 (共30层),144㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,新亚棕榈园,清新区,清新,7362,106
3室2厅1厨2卫,高楼层 (共16层),77.6㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,二十梯四户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,清远新世纪城北花园,清新区,清新,8377,65
6室2厅2厨4卫,低楼层 (共27层),118㎡,暂无数据,暂无数据,板塔结合,东南,钢混结构,精装,两梯五户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,恒利阳光新城,清新区,清新,11441,135
3室2厅1厨2卫,低楼层 (共32层),123㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,其他,两梯五户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,万豪水晶湾一期,清城区,横荷,9594,118
4室2厅2厨2卫,中楼层 (共25层),143㎡,暂无数据,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,世纪花城,清城区,横荷,7693,110
3室2厅1厨2卫,中楼层 (共23层),131㎡,暂无数据,暂无数据,塔楼,南,钢混结构,简装,两梯三户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,金茂翰林院,清城区,新城,9390,123
4室2厅1厨2卫,中楼层 (共28层),187㎡,暂无数据,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,龙汇领峰,清城区,新城,10642,199
3室2厅1厨2卫,中楼层 (共9层),93㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯四户,暂无数据,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,市府南苑,清城区,新城,6990,65
3室2厅1厨2卫,高楼层 (共33层),123㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,三梯六户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,朝南维港半岛,清城区,新城,10163,125
3室2厅1厨2卫,中楼层 (共17层),152.41㎡,暂无数据,暂无数据,暂无数据,东北,未知结构,简装,两梯五户,有,70年,2018/12/14,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,新桂苑,清城区,新城,7546,115
4室2厅1厨2卫,中楼层 (共28层),143㎡,暂无数据,暂无数据,塔楼,南,钢混结构,简装,两梯三户,有,70年,2018/12/15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,凤城世家,清城区,新城,12028,172
3室2厅1厨2卫,中楼层 (共17层),129㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2018/12/16,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,卧龙五洲世纪城,清城区,城西商贸区,8915,115
3室2厅1厨2卫,低楼层 (共30层),107㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,六梯六户,有,70年,2018/12/20,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,七色城邦,清城区,城西商贸区,9346,100
4室2厅1厨2卫,中楼层 (共9层),164㎡,暂无数据,暂无数据,平房,南,框架结构,毛坯,一梯两户,有,70年,2018/12/20,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,御景东方花园,清城区,清城,6403,105
2室2厅1厨1卫,高楼层 (共30层),76㎡,暂无数据,暂无数据,暂无数据,北,未知结构,简装,三梯八户,有,70年,2018/12/25,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,金业名居,清城区,城西商贸区,8422,64
3室2厅1厨2卫,中楼层 (共25层),138㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,其他,两梯五户,有,70年,2018/12/26,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,云山诗意花园一期,清城区,横荷,8334,115
4室2厅1厨2卫,高楼层 (共33层),167㎡,暂无数据,暂无数据,塔楼,北,钢混结构,其他,两梯五户,有,70年,2018/12/29,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,朝南维港半岛,清城区,新城,14372,240
4室2厅1厨2卫,中楼层 (共8层),167㎡,暂无数据,暂无数据,板楼,西南,混合结构,其他,三梯一户,有,70年,2019/1/2,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,龙华苑,清城区,新城,4192,70
3室2厅1厨2卫,中楼层 (共18层),141㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯六户,暂无数据,70年,2019/1/5,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,天汇半岛维景湾,清城区,清城,9788,138
4室2厅1厨3卫,高楼层 (共18层),176㎡,暂无数据,暂无数据,塔楼,西南,框架结构,精装,三梯六户,有,70年,2019/1/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,天美小岛,清城区,清城,13069,230
3室2厅1厨2卫,中楼层 (共9层),142㎡,暂无数据,暂无数据,平房,东,钢混结构,简装,两梯两户,有,70年,2019/1/8,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,广信花园,清城区,新城,8099,115
4室2厅1厨3卫,高楼层 (共19层),186.9㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,两梯十三户,有,70年,2019/1/12,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,和富东成,清城区,清城,7866,147
3室2厅1厨2卫,高楼层 (共17层),140㎡,暂无数据,暂无数据,暂无数据,西北,未知结构,精装,三梯六户,有,70年,2019/1/16,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美汇半岛,清城区,清城,10000,140
4室2厅1厨2卫,高楼层 (共26层),141.9㎡,暂无数据,暂无数据,平房,南,钢混结构,毛坯,两梯三户,有,70年,2019/2/20,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,世纪花城,清城区,横荷,7752,110
3室2厅1厨2卫,低楼层 (共17层),113㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,两梯四户,有,70年,2019/2/21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,时代倾城,清城区,清城,7877,89
3室2厅1厨2卫,低楼层 (共27层),119㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,两梯五户,有,70年,2019/3/2,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,阳光嘉园,清城区,清城,7800,92.9
3室2厅1厨2卫,高楼层 (共24层),131㎡,暂无数据,暂无数据,暂无数据,东南,未知结构,毛坯,两梯六户,有,70年,2019/3/4,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 业主自还,未上传房本照片,凯伦堡,清新区,清新,5955,78
4室2厅1厨2卫,中楼层 (共33层),146㎡,暂无数据,暂无数据,塔楼,西南,钢混结构,毛坯,两梯四户,有,70年,2019/3/8,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,朝南维港半岛,清城区,新城,13014,190
3室2厅1厨2卫,中楼层 (共33层),127㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,三梯六户,有,70年,2019/3/8,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,朝南维港半岛,清城区,新城,9843,125
4室2厅1厨3卫,低楼层 (共33层),191㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,两梯四户,有,70年,2019/3/8,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,朝南维港半岛,清城区,新城,12304,235
